Product Details,,,,
ProductID,Product,Category,ManufacturerID,Price
1,Abbas MA-01|All Season,Mix,1,USD 412.13
1744,Pomum RP-13|Productivity,,11,USD 446.2
1437,Quibus RP-29|Productivity,,12,USD 314.895
1745,Pomum RP-14|Productivity,,11,USD 446.2
1438,Quibus RP-30|Productivity,,12,USD 314.895
1748,Pomum RS-03|Select,,11,USD 449.8725
1439,Quibus RP-31|Productivity,,12,USD 370.02
1795,Pomum UC-01|Convenience,Urban,11,USD 603.225
1440,Quibus RP-32|Productivity,,12,USD 370.02
1796,Pomum UC-02|Convenience,,11,USD 750.23
1441,Quibus RP-33|Productivity,,12,USD 506.5725
1797,Pomum UC-03|Convenience,,11,USD 524.48
1442,Quibus RP-34|Productivity,,12,USD 506.5725
1798,Pomum UC-04|Convenience,,11,USD 708.23
1443,Quibus RP-35|Productivity,,12,USD 115.4
1799,Pomum UC-05|Convenience,,11,USD 786.98
1444,Quibus RP-36|Productivity,,12,USD 115.4
1800,Pomum UC-06|Convenience,,11,USD 655.73
1445,Quibus RP-37|Productivity,,12,USD 94.395
1801,Pomum UC-07|Convenience,,11,USD 839.48
1446,Quibus RP-38|Productivity,,12,USD 94.395
1802,Pomum UC-08|Convenience,,11,USD 708.23
1447,Quibus RP-39|Productivity,,12,USD 141.645
1803,Pomum UC-09|Convenience,,11,USD 445.9875
1448,Quibus RP-40|Productivity,,12,USD 141.645
1804,Pomum UC-10|Convenience,,11,USD 760.73
1449,Quibus RP-41|Productivity,,12,USD 152.15
1805,Pomum UC-11|Convenience,,11,USD 471.98
1450,Quibus RP-42|Productivity,,12,USD 152.15
1766,Pomum UE-01|Extreme,Urban,11,USD 908.2
1451,Quibus RP-43|Productivity,,12,USD 385.77
1767,Pomum UE-02|Extreme,,11,USD 997.45
1452,Quibus RP-44|Productivity,,12,USD 385.77
1768,Pomum UE-03|Extreme,,11,USD 908.2
1453,Quibus RP-45|Productivity,,12,USD 435.65
1769,Pomum UE-04|Extreme,,11,USD 1018.45
1454,Quibus RP-46|Productivity,,12,USD 435.65
1770,Pomum UE-05|Extreme,,11,USD 629.95
1455,Quibus RP-47|Productivity,,12,USD 396.27
1771,Pomum UE-06|Extreme,,11,USD 892.45
1456,Quibus RP-48|Productivity,,12,USD 396.27
1772,Pomum UE-07|Extreme,,11,USD 655.73
1457,Quibus RP-49|Productivity,,12,USD 414.65
1773,Pomum UE-08|Extreme,,11,USD 1207.45
1458,Quibus RP-50|Productivity,,12,USD 414.65
1774,Pomum UE-09|Extreme,,11,USD 892.45
1459,Quibus RP-51|Productivity,,12,USD 472.45
1775,Pomum UE-10|Extreme,,11,USD 729.6975
1460,Quibus RP-52|Productivity,,12,USD 472.45
1776,Pomum UE-11|Extreme,,11,USD 1469.9475
1461,Quibus RP-53|Productivity,,12,USD 341.145
1777,Pomum UE-12|Extreme,,11,USD 681.98
1462,Quibus RP-54|Productivity,,12,USD 341.145
1778,Pomum UE-13|Extreme,,11,USD 908.2
1463,Quibus RP-55|Productivity,,12,USD 272.95
1779,Pomum UE-14|Extreme,,11,USD 787.45
1464,Quibus RP-56|Productivity,,12,USD 272.95
1780,Pomum UE-15|Extreme,,11,USD 1574.475
1465,Quibus RP-57|Productivity,,12,USD 233.52
1781,Pomum UE-16|Extreme,,11,USD 593.2
1466,Quibus RP-58|Productivity,,12,USD 233.52
1782,Pomum UE-17|Extreme,,11,USD 524.95
1467,Quibus RP-59|Productivity,,12,USD 454.0725
1783,Pomum UE-18|Extreme,,11,USD 681.975
1468,Quibus RP-60|Productivity,,12,USD 454.0725
1784,Pomum UE-19|Extreme,,11,USD 603.23
1469,Quibus RP-61|Productivity,,12,USD 501.3225
1785,Pomum UE-20|Extreme,,11,USD 786.975
1470,Quibus RP-62|Productivity,,12,USD 501.3225
1786,Pomum UE-21|Extreme,,11,USD 908.2
1471,Quibus RP-63|Productivity,,12,USD 293.9
1787,Pomum UE-22|Extreme,,11,USD 760.73
1472,Quibus RP-64|Productivity,,12,USD 293.9
1788,Pomum UE-23|Extreme,,11,USD 603.75
1473,Quibus RP-65|Productivity,,12,USD 343.77
1789,Pomum UE-24|Extreme,,11,USD 997.45
1474,Quibus RP-66|Productivity,,12,USD 343.77
1790,Pomum UE-25|Extreme,,11,USD 445.73
1475,Quibus RP-67|Productivity,,12,USD 329.78
1791,Pomum UE-26|Extreme,,11,USD 813.7
1476,Quibus RP-68|Productivity,,12,USD 329.78
1792,Pomum UE-27|Extreme,,11,USD 944.95
1477,Quibus RP-69|Productivity,,12,USD 335.9
1793,Pomum UE-28|Extreme,,11,USD 576.98
1478,Quibus RP-70|Productivity,,12,USD 335.9
1794,Pomum UE-29|Extreme,,11,USD 524.74
1479,Quibus RP-71|Productivity,,12,USD 377.895
1749,Pomum UM-01|Moderation,Urban,11,USD 629.95
1480,Quibus RP-72|Productivity,,12,USD 377.895
1750,Pomum UM-02|Moderation,,11,USD 413.5425
1481,Quibus RP-73|Productivity,,12,USD 440.9
1751,Pomum UM-03|Moderation,,11,USD 682.45
1482,Quibus RP-74|Productivity,,12,USD 440.9
1752,Pomum UM-04|Moderation,,11,USD 855.23
1483,Quibus RP-75|Productivity,,12,USD 89.15
1753,Pomum UM-05|Moderation,,11,USD 944.48
1484,Quibus RP-76|Productivity,,12,USD 89.15
1754,Pomum UM-06|Moderation,,11,USD 524.7375
1485,Quibus RP-77|Productivity,,12,USD 354.27
1755,Pomum UR-01|Regular,Urban,11,USD 519.7
1486,Quibus RP-78|Productivity,,12,USD 354.27
1756,Pomum UR-02|Regular,,11,USD 471.98
1487,Quibus RP-79|Productivity,,12,USD 522.3225
1757,Pomum UR-03|Regular,,11,USD 551.1975
1488,Quibus RP-80|Productivity,,12,USD 522.3225
1758,Pomum UR-04|Regular,,11,USD 482.48
1489,Quibus RP-81|Productivity,,12,USD 330.7
1759,Pomum UR-05|Regular,,11,USD 445.73
1490,Quibus RP-82|Productivity,,12,USD 330.7
1760,Pomum UR-06|Regular,,11,USD 713.48
1491,Quibus RP-83|Productivity,,12,USD 304.4
1761,Pomum UR-07|Regular,,11,USD 839.74
1492,Quibus RP-84|Productivity,,12,USD 304.4
1762,Pomum UR-08|Regular,,11,USD 471.98
1493,Quibus RP-85|Productivity,,12,USD 435.7
1763,Pomum UR-09|Regular,,11,USD 498.7
1494,Quibus RP-86|Productivity,,12,USD 435.7
1764,Pomum UR-10|Regular,,11,USD 587.95
1495,Quibus RP-87|Productivity,,12,USD 425.2
1765,Pomum UR-11|Regular,,11,USD 186.48
1496,Quibus RP-88|Productivity,,12,USD 425.2
1806,Pomum YY-01|Youth,Youth,11,USD 115.45
1497,Quibus RP-89|Productivity,,12,USD 472.45
1807,Pomum YY-02|Youth,,11,USD 178.45
1498,Quibus RP-90|Productivity,,12,USD 472.45
1808,Pomum YY-03|Youth,,11,USD 115.45
1499,Quibus RP-91|Productivity,,12,USD 309.65
1809,Pomum YY-04|Youth,,11,USD 241.45
1500,Quibus RP-92|Productivity,,12,USD 309.65
1810,Pomum YY-05|Youth,,11,USD 288.7
1501,Quibus RP-93|Productivity,,12,USD 367.4
1811,Pomum YY-06|Youth,,11,USD 225.7
1502,Quibus RP-94|Productivity,,12,USD 367.4
1812,Pomum YY-07|Youth,,11,USD 99.6975
1503,Quibus RP-95|Productivity,,12,USD 367.4
1813,Pomum YY-08|Youth,,11,USD 141.7
1504,Quibus RP-96|Productivity,,12,USD 367.4
1814,Pomum YY-09|Youth,,11,USD 522.17
1505,Quibus RP-97|Productivity,,12,USD 787.395
1815,Pomum YY-10|Youth,,11,USD 330.7
1506,Quibus RP-98|Productivity,,12,USD 787.395
1816,Pomum YY-11|Youth,,11,USD 188.95
1507,Quibus RP-99|Productivity,,12,USD 173.2
1817,Pomum YY-12|Youth,,11,USD 230.95
1508,Quibus RP-00|Productivity,,12,USD 173.2
1818,Pomum YY-13|Youth,,11,USD 209.95
1509,Quibus RP-01|Productivity,,12,USD 81.27
1819,Pomum YY-14|Youth,,11,USD 278.2
1510,Quibus RP-02|Productivity,,12,USD 81.27
1820,Pomum YY-15|Youth,,11,USD 383.2
1511,Quibus RP-03|Productivity,,12,USD 490.77
1821,Pomum YY-16|Youth,,11,USD 325.45
1512,Quibus RP-04|Productivity,,12,USD 490.77
1822,Pomum YY-17|Youth,,11,USD 362.2
1513,Quibus RP-05|Productivity,,12,USD 409.4
1823,Pomum YY-18|Youth,,11,USD 456.7
1514,Quibus RP-06|Productivity,,12,USD 409.4
1825,Pomum YY-20|Youth,,11,USD 99.7
1515,Quibus RP-07|Productivity,,12,USD 333.27
1826,Pomum YY-21|Youth,,11,USD 236.2
1516,Quibus RP-08|Productivity,,12,USD 333.27
1827,Pomum YY-22|Youth,,11,USD 257.2
1517,Quibus RP-09|Productivity,,12,USD 230.95
1828,Pomum YY-23|Youth,,11,USD 299.1975
1518,Quibus RP-10|Productivity,,12,USD 230.95
1829,Pomum YY-24|Youth,,11,USD 335.95
1519,Quibus RP-11|Productivity,,12,USD 272.95
1830,Pomum YY-25|Youth,,11,USD 314.95
1520,Quibus RP-12|Productivity,,12,USD 272.95
1831,Pomum YY-26|Youth,,11,USD 362.2
1521,Quibus RP-13|Productivity,,12,USD 524.9
1832,Pomum YY-27|Youth,,11,USD 367.45
1522,Quibus RP-14|Productivity,,12,USD 524.9
1833,Pomum YY-28|Youth,,11,USD 131.2
1523,Quibus RP-15|Productivity,,12,USD 372.7
1834,Pomum YY-29|Youth,,11,USD 251.95
1524,Quibus RP-16|Productivity,,12,USD 372.7
1835,Pomum YY-30|Youth,,11,USD 0
1525,Quibus RP-17|Productivity,,12,USD 329.78
1836,Pomum YY-31|Youth,,11,USD 167.9475
1526,Quibus RP-18|Productivity,,12,USD 329.78
1837,Pomum YY-32|Youth,,11,USD 167.95
1527,Quibus RP-19|Productivity,,12,USD 419.95
1838,Pomum YY-33|Youth,,11,USD 309.6975
1528,Quibus RP-20|Productivity,,12,USD 419.95
1839,Pomum YY-34|Youth,,11,USD 262.45
1529,Quibus RP-21|Productivity,,12,USD 425.2
1840,Pomum YY-35|Youth,,11,USD 330.7
1530,Quibus RP-22|Productivity,,12,USD 425.2
1841,Pomum YY-36|Youth,,11,USD 152.2
1531,Quibus RP-23|Productivity,,12,USD 446.2
1842,Pomum YY-37|Youth,,11,USD 257.2
1532,Quibus RP-24|Productivity,,12,USD 446.2
1843,Pomum YY-38|Youth,,11,USD 152.1975
1533,Quibus RP-25|Productivity,,12,USD 312.27
1844,Pomum YY-39|Youth,,11,USD 178.4475
1534,Quibus RP-26|Productivity,,12,USD 312.27
1845,Pomum YY-40|Youth,,11,USD 110.2
1535,Quibus RP-27|Productivity,,12,USD 322.77
1846,Pomum YY-41|Youth,,11,USD 467.2
1536,Quibus RP-28|Productivity,,12,USD 322.77
1847,Pomum YY-42|Youth,,11,USD 146.9475
1537,Quibus RP-29|Productivity,,12,USD 330.645
1848,Pomum YY-43|Youth,,11,USD 388.45
1538,Quibus RP-30|Productivity,,12,USD 330.645
1849,Pomum YY-44|Youth,,11,USD 230.95
1539,Quibus RP-31|Productivity,,12,USD 377.9
1850,Pomum YY-45|Youth,,11,USD 178.45
1540,Quibus RP-32|Productivity,,12,USD 377.9
1851,Pomum YY-46|Youth,,11,USD 335.9475
1541,Quibus RP-33|Productivity,,12,USD 787.395
1852,Pomum YY-47|Youth,,11,USD 178.45
1542,Quibus RP-34|Productivity,,12,USD 787.395
1853,Pomum YY-48|Youth,,11,USD 377.95
1543,Quibus RP-35|Productivity,,12,USD 341.15
1854,Pomum YY-49|Youth,,11,USD 188.95
1544,Quibus RP-36|Productivity,,12,USD 341.15
1855,Pomum YY-50|Youth,,11,USD 246.7
1545,Quibus RP-37|Productivity,,12,USD 393.65
1856,Pomum YY-51|Youth,,11,USD 110.2
1546,Quibus RP-38|Productivity,,12,USD 393.65
1857,Pomum YY-52|Youth,,11,USD 104.95
1547,Quibus RP-39|Productivity,,12,USD 356.9
1858,Pomum YY-53|Youth,,11,USD 262.45
1548,Quibus RP-40|Productivity,,12,USD 356.9
1859,Pomum YY-54|Youth,,11,USD 157.45
1549,Quibus RP-41|Productivity,,12,USD 419.9
1860,Pomum YY-55|Youth,,11,USD 209.95
1550,Quibus RP-42|Productivity,,12,USD 419.9
1861,Pomum YY-56|Youth,,11,USD 104.95
1551,Quibus RP-43|Productivity,,12,USD 419.9
1862,Pomum YY-57|Youth,,11,USD 225.7
1552,Quibus RP-44|Productivity,,12,USD 419.9
1553,Quibus RP-45|Productivity,,12,USD 346.395
1554,Quibus RP-46|Productivity,,12,USD 346.395
1555,Quibus RP-47|Productivity,,12,USD 309.7
1556,Quibus RP-48|Productivity,,12,USD 309.7
1557,Quibus RP-49|Productivity,,12,USD 456.65
1558,Quibus RP-50|Productivity,,12,USD 456.65
1559,Quibus RP-51|Productivity,,12,USD 388.45
1560,Quibus RP-52|Productivity,,12,USD 388.45
1561,Quibus RP-53|Productivity,,12,USD 414.175
1562,Quibus RP-54|Productivity,,12,USD 414.175
1563,Quibus RS-01|Select,Rural,12,USD 288.65
1564,Quibus RS-02|Select,,12,USD 346.45
1565,Quibus RS-03|Select,,12,USD 312.27
1566,Quibus RS-04|Select,,12,USD 377.95
1567,Quibus RS-05|Select,,12,USD 419.95
1568,Quibus RS-06|Select,,12,USD 451.45
1569,Quibus RS-07|Select,,12,USD 419.95
1570,Quibus RS-08|Select,,12,USD 329.78
1571,Quibus RS-09|Select,,12,USD 329.78
1572,Quibus RS-10|Select,,12,USD 322.77
1573,Quibus RS-11|Select,,12,USD 329.78
1574,Quibus RS-12|Select,,12,USD 329.78
1575,Quibus RS-13|Select,,12,USD 280.8225
1576,Quibus RS-14|Select,,12,USD 283.45
1577,Quibus RS-15|Select,,12,USD 498.65
1578,Quibus RS-16|Select,,12,USD 329.78
1579,Quibus RS-17|Select,,12,USD 329.78
1580,Quibus RS-18|Select,,12,USD 329.78
1581,Quibus RS-19|Select,,12,USD 329.78
1582,Quibus RS-20|Select,,12,USD 329.78
1583,Quibus RS-21|Select,,12,USD 472.4
1584,Quibus RS-22|Select,,12,USD 372.65
1585,Quibus RS-23|Select,,12,USD 419.95
1586,Quibus RS-24|Select,,12,USD 388.4475
1587,Quibus RS-25|Select,,12,USD 419.9475
1588,Quibus RS-26|Select,,12,USD 341.2
1589,Quibus RS-27|Select,,12,USD 329.78
1590,Quibus RS-28|Select,,12,USD 446.2
1591,Quibus RS-29|Select,,12,USD 329.78
1592,Quibus RS-30|Select,,12,USD 498.7
1593,Quibus RS-31|Select,,12,USD 329.78
1594,Quibus RS-32|Select,,12,USD 329.78
1595,Quibus RS-33|Select,,12,USD 367.395
1596,Quibus RS-34|Select,,12,USD 391.02
1597,Quibus RS-35|Select,,12,USD 202.0725
1598,Quibus RS-36|Select,,12,USD 329.78
1599,Quibus RS-37|Select,,12,USD 329.78
1600,Quibus RS-38|Select,,12,USD 329.78
1601,Quibus RS-39|Select,,12,USD 317.5725
1602,Quibus RS-40|Select,,12,USD 377.95
1603,Quibus RS-41|Select,,12,USD 301.77
1604,Quibus RS-42|Select,,12,USD 329.78
1605,Quibus RS-43|Select,,12,USD 435.7
1606,Quibus RS-44|Select,,12,USD 329.78
1607,Quibus RS-45|Select,,12,USD 446.2
1608,Quibus RS-46|Select,,12,USD 459.323333333333
1609,Quibus RS-47|Select,,12,USD 329.78
1610,Quibus RS-48|Select,,12,USD 329.78
1611,Quibus RS-49|Select,,12,USD 329.78
1612,Quibus RS-50|Select,,12,USD 524.9475
1613,Quibus RS-51|Select,,12,USD 341.145
1614,Quibus RS-52|Select,,12,USD 104.895
1615,Quibus RS-53|Select,,12,USD 265.0725
1616,Quibus RS-54|Select,,12,USD 343.8225
1617,Quibus RS-55|Select,,12,USD 377.95
1618,Quibus RS-56|Select,,12,USD 329.78
1619,Quibus RS-57|Select,,12,USD 329.78
1620,Quibus RS-58|Select,,12,USD 104.895
1621,Quibus RS-59|Select,,12,USD 329.78
1622,Quibus RS-60|Select,,12,USD 92.82
1623,Quibus RS-61|Select,,12,USD 329.78
1624,Quibus RS-62|Select,,12,USD 385.77
1625,Quibus RS-63|Select,,12,USD 396.27
1626,Quibus RS-64|Select,,12,USD 329.78
1627,Quibus RS-65|Select,,12,USD 329.78
1628,Quibus RS-66|Select,,12,USD 329.78
1629,Quibus RS-67|Select,,12,USD 230.9
1630,Quibus RS-68|Select,,12,USD 272.9
1631,Quibus RS-69|Select,,12,USD 475.0725
1632,Quibus RS-70|Select,,12,USD 419.95
1633,Quibus RS-71|Select,,12,USD 435.7
1634,Quibus RS-72|Select,,12,USD 356.9475
1635,Quibus RS-73|Select,,12,USD 244.02
1636,Quibus RS-74|Select,,12,USD 329.78
1637,Quibus RS-75|Select,,12,USD 329.78
1638,Quibus RS-76|Select,,12,USD 329.78
1639,Quibus RS-77|Select,,12,USD 329.78
1640,Quibus RS-78|Select,,12,USD 398.9
1641,Quibus RS-79|Select,,12,USD 76.02
1642,Quibus RS-80|Select,,12,USD 398.895
1643,Quibus RS-81|Select,,12,USD 422.5725
1644,Quibus RS-82|Select,,12,USD 380.5725
1645,Quibus RS-83|Select,,12,USD 419.95
1646,Quibus RS-84|Select,,12,USD 435.7
1647,Quibus RS-85|Select,,12,USD 329.78
1648,Quibus RS-86|Select,,12,USD 329.78
1649,Quibus RS-87|Select,,12,USD 329.78
1650,Quibus RS-88|Select,,12,USD 519.7
1651,Quibus RS-89|Select,,12,USD 506.5725
1652,Quibus RS-90|Select,,12,USD 329.78
1653,Quibus RS-91|Select,,12,USD 404.15
1654,Quibus RS-92|Select,,12,USD 468.72
1655,Quibus RS-93|Select,,12,USD 283.4475
1656,Quibus RS-94|Select,,12,USD 414.1725
1657,Quibus RS-95|Select,,12,USD 398.95
1658,Quibus RS-96|Select,,12,USD 329.78
1659,Quibus RS-97|Select,,12,USD 329.78
1660,Quibus RS-98|Select,,12,USD 329.78
1661,Quibus RS-99|Select,,12,USD 329.78
1662,Quibus RS-00|Select,,12,USD 173.2
1663,Quibus RS-01|Select,,12,USD 329.78
1664,Quibus RS-02|Select,,12,USD 329.78
1665,Quibus RS-03|Select,,12,USD 329.78
1666,Quibus RS-04|Select,,12,USD 238.8225
1667,Quibus RS-05|Select,,12,USD 372.7
1668,Quibus UR-01|Regular,Urban,12,USD 430.4
1669,Quibus UR-02|Regular,,12,USD 435.65
1670,Quibus UR-03|Regular,,12,USD 446.15
1671,Quibus UE-01|Extreme,Urban,12,USD 367.4
1672,Quibus UE-02|Extreme,,12,USD 682.4
1673,Quibus UE-03|Extreme,,12,USD 1259.9
1674,Quibus UE-04|Extreme,,12,USD 1049.95
1675,Quibus UE-05|Extreme,,12,USD 488.15
1676,Quibus UE-06|Extreme,,12,USD 551.15
1677,Quibus UE-07|Extreme,,12,USD 876.7
1678,Quibus UE-08|Extreme,,12,USD 734.95
1679,Quibus UE-09|Extreme,,12,USD 1023.65
1680,Quibus UE-10|Extreme,,12,USD 451.4
1681,Quibus UE-11|Extreme,,12,USD 572.15
1682,Quibus UE-12|Extreme,,12,USD 755.9
1683,Quibus UE-13|Extreme,,12,USD 551.15
1684,Quibus UE-14|Extreme,,12,USD 451.4
1685,Quibus UE-15|Extreme,,12,USD 682.4
1686,Quibus UE-16|Extreme,,12,USD 818.9
1687,Quibus UE-17|Extreme,,12,USD 734.95
1688,Salvus UE-01|Extreme,,13,USD 157.45
1689,Salvus UC-01|Convenience,Urban,13,USD 225.7
1690,Salvus YY-01|Youth,Youth,13,USD 157.45
1691,Salvus YY-02|Youth,,13,USD 236.1975
1692,Salvus YY-03|Youth,,13,USD 104.95
1693,Salvus YY-04|Youth,,13,USD 362.2
1694,Salvus YY-05|Youth,,13,USD 104.9475
1695,Salvus YY-06|Youth,,13,USD 167.95
1696,Salvus YY-07|Youth,,13,USD 183.7
1697,Salvus YY-08|Youth,,13,USD 236.2
1698,Salvus YY-09|Youth,,13,USD 178.45
1699,Salvus YY-10|Youth,,13,USD 178.45
1700,Salvus YY-11|Youth,,13,USD 128.5725
1701,Salvus YY-12|Youth,,13,USD 283.45
1702,Salvus YY-13|Youth,,13,USD 115.45
1703,Salvus YY-14|Youth,,13,USD 107.575
1704,Salvus YY-15|Youth,,13,USD 136.45
1705,Salvus YY-16|Youth,,13,USD 167.95
1706,Salvus YY-17|Youth,,13,USD 236.2
1707,Salvus YY-18|Youth,,13,USD 131.2
1708,Salvus YY-19|Youth,,13,USD 131.1975
1709,Salvus YY-20|Youth,,13,USD 94.4475
1710,Salvus YY-21|Youth,,13,USD 272.95
1711,Salvus YY-22|Youth,,13,USD 120.7
1712,Salvus YY-23|Youth,,13,USD 257.2
1713,Salvus YY-24|Youth,,13,USD 112.825
1714,Salvus YY-25|Youth,,13,USD 115.45
1715,Salvus YY-26|Youth,,13,USD 275.5725
1716,Salvus YY-27|Youth,,13,USD 356.95
1717,Salvus YY-28|Youth,,13,USD 183.7
1718,Salvus YY-29|Youth,,13,USD 157.45
1719,Salvus YY-30|Youth,,13,USD 209.9475
1720,Salvus YY-31|Youth,,13,USD 293.95
1721,Salvus YY-32|Youth,,13,USD 99.6975
1722,Salvus YY-33|Youth,,13,USD 86.575
1723,Salvus YY-34|Youth,,13,USD 509.1975
1724,Salvus YY-35|Youth,,13,USD 157.45
1725,Salvus YY-36|Youth,,13,USD 128.5725
1738,Pomum RP-07|Productivity,,11,USD 329.78
1739,Pomum RP-08|Productivity,,11,USD 329.78
1746,Pomum RS-01|Select,Rural,11,USD 329.78
1747,Pomum RS-02|Select,,11,USD 329.78
1824,Pomum YY-19|Youth,,11,USD 329.78
1900,Leo UC-19|Convenience,,6,USD 329.78
1910,Currus MA-03|All Season,,4,USD 329.78
1913,Currus MA-06|All Season,,4,USD 329.78
1917,Currus MA-10|All Season,,4,USD 329.78
1919,Currus MA-12|All Season,,4,USD 329.78
1921,Currus MA-14|All Season,,4,USD 329.78
1922,Currus MA-15|All Season,,4,USD 329.78
1923,Currus MA-16|All Season,,4,USD 329.78
1925,Currus MA-18|All Season,,4,USD 329.78
1928,Currus RP-03|Productivity,,4,USD 329.78
1929,Currus RP-04|Productivity,,4,USD 329.78
1944,Currus RP-19|Productivity,,4,USD 329.78
1945,Currus RP-20|Productivity,,4,USD 329.78
1952,Currus RP-27|Productivity,,4,USD 329.78
1953,Currus RP-28|Productivity,,4,USD 329.78
1954,Currus RP-29|Productivity,,4,USD 329.78
1955,Currus RP-30|Productivity,,4,USD 329.78
1970,Currus RP-45|Productivity,,4,USD 329.78
1971,Currus RP-46|Productivity,,4,USD 329.78
1972,Currus RP-47|Productivity,,4,USD 329.78
1973,Currus RP-48|Productivity,,4,USD 329.78
1976,Currus RP-51|Productivity,,4,USD 329.78
1977,Currus RP-52|Productivity,,4,USD 329.78
1988,Currus RS-07|Select,,4,USD 329.78
1992,Currus RS-11|Select,,4,USD 329.78
1996,Currus UM-03|Moderation,,4,USD 329.78
1998,Currus UR-01|Regular,Urban,4,USD 329.78
2000,Currus UR-03|Regular,,4,USD 329.78
2001,Currus UR-04|Regular,,4,USD 329.78
2002,Currus UR-05|Regular,,4,USD 329.78
2003,Currus UR-06|Regular,,4,USD 329.78
2006,Currus UR-09|Regular,,4,USD 329.78
2007,Currus UR-10|Regular,,4,USD 329.78
2008,Currus UR-11|Regular,,4,USD 329.78
2009,Currus UR-12|Regular,,4,USD 329.78
2010,Currus UR-13|Regular,,4,USD 329.78
2011,Currus UR-14|Regular,,4,USD 329.78
2017,Currus UR-20|Regular,,4,USD 329.78
2018,Currus UR-21|Regular,,4,USD 329.78
2020,Currus UR-23|Regular,,4,USD 329.78
2021,Currus UR-24|Regular,,4,USD 329.78
2023,Currus UR-26|Regular,,4,USD 329.78
2024,Currus UR-27|Regular,,4,USD 329.78
2025,Currus UR-28|Regular,,4,USD 329.78
2027,Currus UR-30|Regular,,4,USD 329.78
2030,Currus UR-33|Regular,,4,USD 329.78
2031,Currus UR-34|Regular,,4,USD 329.78
2033,Currus UR-36|Regular,,4,USD 329.78
2035,Currus UR-38|Regular,,4,USD 329.78
2037,Currus UR-40|Regular,,4,USD 329.78
2038,Currus UR-41|Regular,,4,USD 329.78
2040,Currus UR-43|Regular,,4,USD 329.78
2059,Currus UE-19|Extreme,,4,USD 329.78
2063,Currus UE-23|Extreme,,4,USD 329.78
2065,Currus UE-25|Extreme,,4,USD 367.45
2066,Currus UC-01|Convenience,Urban,4,USD 393.7
2067,Currus UC-02|Convenience,,4,USD 682.45
2068,Currus UC-03|Convenience,,4,USD 329.78
2069,Currus UC-04|Convenience,,4,USD 524.95
2070,Currus UC-05|Convenience,,4,USD 524.95
2071,Currus UC-06|Convenience,,4,USD 362.2
2072,Currus UC-07|Convenience,,4,USD 329.78
2073,Currus UC-08|Convenience,,4,USD 377.95
2074,Currus UC-09|Convenience,,4,USD 335.95
2075,Currus UC-10|Convenience,,4,USD 461.95
2076,Currus UC-11|Convenience,,4,USD 776.95
2077,Currus UC-12|Convenience,,4,USD 388.45
2078,Currus UC-13|Convenience,,4,USD 577.45
2079,Currus UC-14|Convenience,,4,USD 702.9225
2080,Currus UC-15|Convenience,,4,USD 577.45
2081,Currus UC-16|Convenience,,4,USD 225.7
2082,Currus UC-17|Convenience,,4,USD 467.2
2083,Currus UC-18|Convenience,,4,USD 461.95
2084,Currus UC-19|Convenience,,4,USD 750.7
2085,Currus UC-20|Convenience,,4,USD 666.7
2086,Currus UC-21|Convenience,,4,USD 299.2
2087,Currus UC-22|Convenience,,4,USD 740.2
2088,Currus UC-23|Convenience,,4,USD 587.95
2089,Currus UC-24|Convenience,,4,USD 787.45
2090,Currus UC-25|Convenience,,4,USD 440.95
2091,Currus UC-26|Convenience,,4,USD 199.45
2092,Currus UC-27|Convenience,,4,USD 351.7
2093,Currus UC-28|Convenience,,4,USD 446.2
2094,Currus UC-29|Convenience,,4,USD 438.325
2095,Currus UC-30|Convenience,,4,USD 329.78
2096,Currus UC-31|Convenience,,4,USD 329.78
2097,Currus YY-01|Youth,Youth,4,USD 577.45
2098,Currus YY-02|Youth,,4,USD 325.45
2099,Currus YY-03|Youth,,4,USD 577.45
2100,Currus YY-04|Youth,,4,USD 419.9475
2101,Currus YY-05|Youth,,4,USD 262.45
2102,Victoria MA-01|All Season,Mix,14,USD 524.95
2103,Victoria MA-02|All Season,,14,USD 629.95
2104,Victoria MA-03|All Season,,14,USD 577.45
2105,Victoria MA-04|All Season,,14,USD 577.45
2106,Victoria MA-05|All Season,,14,USD 892.45
2107,Victoria MA-06|All Season,,14,USD 656.2
2108,Victoria RP-01|Productivity,Rural,14,USD 329.78
2109,Victoria RP-02|Productivity,,14,USD 329.78
2110,Victoria UM-01|Moderation,Urban,14,USD 902.95
2111,Victoria UM-02|Moderation,,14,USD 577.45
2112,Victoria UM-03|Moderation,,14,USD 629.95
2113,Victoria UM-04|Moderation,,14,USD 472.24
2114,Victoria UM-05|Moderation,,14,USD 908.2
2115,Victoria UM-06|Moderation,,14,USD 671.95
2116,Victoria UM-07|Moderation,,14,USD 629.95
2117,Victoria UM-08|Moderation,,14,USD 703.45
2118,Victoria UM-09|Moderation,,14,USD 524.7375
2119,Victoria UM-10|Moderation,,14,USD 692.95
2120,Victoria UM-11|Moderation,,14,USD 577.45
2121,Victoria UM-12|Moderation,,14,USD 629.95
2122,Victoria UM-13|Moderation,,14,USD 1076.2
2123,Victoria UM-14|Moderation,,14,USD 671.9475
2124,Victoria UM-15|Moderation,,14,USD 908.2
2125,Victoria UR-01|Regular,Urban,14,USD 514.45
2126,Victoria UR-02|Regular,,14,USD 472.45
2127,Victoria UR-03|Regular,,14,USD 419.74
2128,Victoria UR-04|Regular,,14,USD 409.45
2129,Victoria UR-05|Regular,,14,USD 550.99
