"Poverty estimates for the U.S., States, and counties, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Department of Commerce, Bureau of the Census, Small Area Income and Poverty Estimates (SAIPE) Program. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For definitions of rural classifications, see the USDA, Economic Research Service webpage ""Rural Classifications"" in the ""Rural Economy & Population"" topic. Note that counties not existing when rural classifications were determined will not have values for those fields. Variable descriptions (column names) are found in the second tab in this workbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This table was prepared by USDA, Economic Research Service. Data as of June 3, 2022. Contact: Kathleen Kassel, katheen.kassel@usda.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS_code,Stabr,Area_name,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2020,CI90LBALL_2020,CI90UBALL_2020,PCTPOVALL_2020,CI90LBALLP_2020,CI90UBALLP_2020,POV017_2020,CI90LB017_2020,CI90UB017_2020,PCTPOV017_2020,CI90LB017P_2020,CI90UB017P_2020,POV517_2020,CI90LB517_2020,CI90UB517_2020,PCTPOV517_2020,CI90LB517P_2020,CI90UB517P_2020,MEDHHINC_2020,CI90LBINC_2020,CI90UBINC_2020,POV04_2020,CI90LB04_2020,CI90UB04_2020,PCTPOV04_2020,CI90LB04P_2020,CI90UB04P_2020,,,,,,,,,,,,,
48421,TX,Sherman County,9,10,9,10,338,250,426,11.3,8.3,14.3,137,91,183,16.9,11.2,22.6,95,62,128,15.4,10.0,20.8,"66,408","55,878","76,938",,,,,,,,,,,,,,,,,,,
48423,TX,Smith County,3,2,3,2,"29,150","23,641","34,659",12.7,10.3,15.1,"10,185","7,413","12,957",18.2,13.3,23.1,"6,846","4,721","8,971",16.7,11.5,21.9,"60,735","55,696","65,774",,,,,,,,,,,,,,,,,,,
48425,TX,Somervell County,8,3,1,1,743,555,931,8.3,6.2,10.4,248,165,331,12.8,8.5,17.1,184,120,248,12.5,8.2,16.8,"67,984","57,317","78,651",,,,,,,,,,,,,,,,,,,
48427,TX,Starr County,4,5,4,5,"15,985","12,897","19,073",25.2,20.3,30.1,"7,278","5,439","9,117",35.3,26.4,44.2,"5,150","3,725","6,575",34.5,24.9,44.1,"35,716","30,484","40,948",,,,,,,,,,,,,,,,,,,
48429,TX,Stephens County,7,11,7,11,"1,349",992,"1,706",15.6,11.5,19.7,470,314,626,23.5,15.7,31.3,336,220,452,22.8,15.0,30.6,"48,911","41,681","56,141",,,,,,,,,,,,,,,,,,,
48431,TX,Sterling County,8,7,8,7,130,96,164,10.2,7.5,12.9,49,32,66,13.5,8.9,18.1,36,23,49,13.5,8.8,18.2,"68,435","57,820","79,050",,,,,,,,,,,,,,,,,,,
48433,TX,Stonewall County,8,7,9,12,189,140,238,14.3,10.6,18.0,68,45,91,22.5,15.0,30.0,49,32,66,21.6,14.1,29.1,"59,802","53,284","66,320",,,,,,,,,,,,,,,,,,,
48435,TX,Sutton County,7,11,7,11,435,321,549,11.7,8.6,14.8,150,100,200,17.3,11.5,23.1,109,71,147,17.5,11.4,23.6,"64,612","54,990","74,234",,,,,,,,,,,,,,,,,,,
48437,TX,Swisher County,6,6,6,6,"1,310",993,"1,627",19.6,14.9,24.3,473,321,625,27.2,18.5,35.9,334,222,446,25.1,16.7,33.5,"39,897","34,118","45,676",,,,,,,,,,,,,,,,,,,
48439,TX,Tarrant County,1,1,1,1,"220,041","196,377","243,705",10.5,9.4,11.6,"82,867","70,980","94,754",15.4,13.2,17.6,"59,433","51,153","67,713",14.9,12.8,17.0,"72,064","69,980","74,148",,,,,,,,,,,,,,,,,,,
48441,TX,Taylor County,3,2,3,2,"16,436","13,155","19,717",12.2,9.8,14.6,"5,712","3,906","7,518",16.9,11.6,22.2,"3,820","2,495","5,145",16.0,10.5,21.5,"52,974","47,709","58,239",,,,,,,,,,,,,,,,,,,
48443,TX,Terrell County,9,10,9,12,98,71,125,14.0,10.2,17.8,17,11,23,13.2,8.6,17.8,12,8,16,12.9,8.2,17.6,"42,849","36,356","49,342",,,,,,,,,,,,,,,,,,,
48445,TX,Terry County,6,6,6,6,"2,060","1,512","2,608",18.5,13.6,23.4,903,601,"1,205",27.4,18.2,36.6,629,413,845,26.5,17.4,35.6,"47,292","40,357","54,227",,,,,,,,,,,,,,,,,,,
48447,TX,Throckmorton County,9,12,9,12,201,150,252,13.5,10.0,17.0,85,58,112,27.7,19.0,36.4,57,37,77,25.2,16.4,34.0,"46,820","39,513","54,127",,,,,,,,,,,,,,,,,,,
48449,TX,Titus County,7,8,7,8,"4,630","3,624","5,636",14.3,11.2,17.4,"1,980","1,469","2,491",21.4,15.9,26.9,"1,386","1,022","1,750",20.3,15.0,25.6,"52,973","47,465","58,481",,,,,,,,,,,,,,,,,,,
48451,TX,Tom Green County,3,2,3,2,"13,885","10,606","17,164",12.0,9.2,14.8,"4,641","3,189","6,093",16.6,11.4,21.8,"3,155","2,097","4,213",15.5,10.3,20.7,"55,990","49,903","62,077",,,,,,,,,,,,,,,,,,,
48453,TX,Travis County,1,1,1,1,"129,969","114,295","145,643",10.2,9.0,11.4,"29,199","22,147","36,251",10.9,8.3,13.5,"20,548","15,512","25,584",10.7,8.1,13.3,"82,605","79,927","85,283",,,,,,,,,,,,,,,,,,,
48455,TX,Trinity County,8,4,7,8,"2,477","1,887","3,067",16.8,12.8,20.8,761,522,"1,000",26.5,18.2,34.8,537,356,718,25.0,16.6,33.4,"47,685","41,451","53,919",,,,,,,,,,,,,,,,,,,
48457,TX,Tyler County,6,7,6,6,"3,724","2,942","4,506",18.9,14.9,22.9,"1,121",866,"1,376",27.9,21.5,34.3,832,645,"1,019",27.5,21.3,33.7,"48,809","42,528","55,090",,,,,,,,,,,,,,,,,,,
48459,TX,Upshur County,3,2,3,2,"5,243","3,949","6,537",12.6,9.5,15.7,"1,733","1,159","2,307",17.8,11.9,23.7,"1,303",873,"1,733",17.7,11.9,23.5,"58,231","53,075","63,387",,,,,,,,,,,,,,,,,,,
48461,TX,Upton County,8,7,8,7,430,319,541,12.1,9.0,15.2,174,117,231,17.0,11.5,22.5,123,82,164,16.0,10.6,21.4,"59,593","53,005","66,181",,,,,,,,,,,,,,,,,,,
48463,TX,Uvalde County,7,8,6,3,"4,984","3,820","6,148",19.0,14.6,23.4,"2,150","1,501","2,799",30.7,21.4,40.0,"1,518","1,023","2,013",29.7,20.0,39.4,"49,275","45,416","53,134",,,,,,,,,,,,,,,,,,,
48465,TX,Val Verde County,5,8,5,8,"7,332","5,535","9,129",15.6,11.8,19.4,"3,298","2,131","4,465",24.3,15.7,32.9,"2,445","1,565","3,325",25.1,16.1,34.1,"54,346","49,564","59,128",,,,,,,,,,,,,,,,,,,
48467,TX,Van Zandt County,6,4,6,4,"7,302","5,669","8,935",12.9,10.0,15.8,"2,276","1,546","3,006",17.7,12.0,23.4,"1,636","1,080","2,192",17.2,11.4,23.0,"57,891","51,132","64,650",,,,,,,,,,,,,,,,,,,
48469,TX,Victoria County,3,2,3,2,"14,859","12,540","17,178",16.5,13.9,19.1,"5,483","4,209","6,757",24.4,18.7,30.1,"3,640","2,666","4,614",22.2,16.3,28.1,"53,583","48,184","58,982",,,,,,,,,,,,,,,,,,,
48471,TX,Walker County,4,3,4,3,"9,987","7,345","12,629",18.0,13.2,22.8,"2,166","1,433","2,899",20.8,13.8,27.8,"1,520",990,"2,050",20.4,13.3,27.5,"43,002","40,278","45,726",,,,,,,,,,,,,,,,,,,
48473,TX,Waller County,1,1,1,1,"6,689","5,094","8,284",12.6,9.6,15.6,"2,368","1,684","3,052",17.4,12.4,22.4,"1,642","1,131","2,153",16.4,11.3,21.5,"69,460","60,879","78,041",,,,,,,,,,,,,,,,,,,
48475,TX,Ward County,6,6,6,6,"1,170",836,"1,504",9.8,7.0,12.6,499,334,664,14.4,9.6,19.2,351,230,472,14.1,9.2,19.0,"57,257","54,740","59,774",,,,,,,,,,,,,,,,,,,
48477,TX,Washington County,6,3,6,3,"3,937","2,921","4,953",11.7,8.7,14.7,"1,325",880,"1,770",17.6,11.7,23.5,989,649,"1,329",17.6,11.5,23.7,"62,667","57,641","67,693",,,,,,,,,,,,,,,,,,,
48479,TX,Webb County,3,2,2,2,"54,564","46,385","62,743",19.9,16.9,22.9,"26,566","21,115","32,017",30.3,24.1,36.5,"19,439","15,408","23,470",30.4,24.1,36.7,"56,588","53,911","59,265",,,,,,,,,,,,,,,,,,,
48481,TX,Wharton County,4,3,4,3,"5,675","4,194","7,156",13.8,10.2,17.4,"2,185","1,444","2,926",20.6,13.6,27.6,"1,588","1,033","2,143",20.7,13.5,27.9,"55,887","48,533","63,241",,,,,,,,,,,,,,,,,,,
48483,TX,Wheeler County,9,10,9,10,662,508,816,13.5,10.3,16.7,246,167,325,20.3,13.8,26.8,176,117,235,18.8,12.5,25.1,"49,838","43,586","56,090",,,,,,,,,,,,,,,,,,,
48485,TX,Wichita County,3,2,3,2,"19,233","15,599","22,867",16.0,13.0,19.0,"6,125","4,419","7,831",20.9,15.1,26.7,"4,160","2,910","5,410",19.5,13.6,25.4,"54,659","50,901","58,417",,,,,,,,,,,,,,,,,,,
48487,TX,Wilbarger County,6,5,6,5,"1,784","1,364","2,204",14.6,11.2,18.0,565,392,738,21.1,14.6,27.6,414,286,542,21.9,15.1,28.7,"51,774","46,230","57,318",,,,,,,,,,,,,,,,,,,
48489,TX,Willacy County,6,5,6,5,"4,393","3,169","5,617",24.7,17.8,31.6,"1,652","1,078","2,226",34.0,22.2,45.8,"1,219",782,"1,656",33.7,21.6,45.8,"40,190","34,512","45,868",,,,,,,,,,,,,,,,,,,
48491,TX,Williamson County,1,1,1,1,"34,425","28,213","40,637",5.6,4.6,6.6,"9,443","6,667","12,219",6.3,4.5,8.1,"6,856","4,834","8,878",6.1,4.3,7.9,"91,507","85,894","97,120",,,,,,,,,,,,,,,,,,,
48493,TX,Wilson County,1,1,1,1,"4,847","3,737","5,957",9.4,7.2,11.6,"1,380",929,"1,831",11.5,7.7,15.3,990,656,"1,324",10.8,7.2,14.4,"74,529","67,028","82,030",,,,,,,,,,,,,,,,,,,
48495,TX,Winkler County,6,6,6,6,918,682,"1,154",11.8,8.8,14.8,383,251,515,16.9,11.1,22.7,276,178,374,16.5,10.6,22.4,"77,960","69,899","86,021",,,,,,,,,,,,,,,,,,,
48497,TX,Wise County,1,1,1,1,"6,982","5,471","8,493",10.0,7.8,12.2,"2,113","1,467","2,759",12.4,8.6,16.2,"1,477","1,007","1,947",11.6,7.9,15.3,"71,636","62,192","81,080",,,,,,,,,,,,,,,,,,,
48499,TX,Wood County,6,6,6,6,"6,015","4,507","7,523",13.5,10.1,16.9,"1,810","1,209","2,411",21.4,14.3,28.5,"1,286",842,"1,730",20.3,13.3,27.3,"61,886","59,531","64,241",,,,,,,,,,,,,,,,,,,
48501,TX,Yoakum County,7,9,7,9,934,700,"1,168",10.8,8.1,13.5,424,293,555,14.9,10.3,19.5,305,208,402,14.9,10.1,19.7,"67,132","59,062","75,202",,,,,,,,,,,,,,,,,,,
48503,TX,Young County,6,6,7,11,"2,610","2,043","3,177",14.8,11.6,18.0,905,663,"1,147",22.1,16.2,28.0,597,410,784,19.3,13.3,25.3,"54,569","46,697","62,441",,,,,,,,,,,,,,,,,,,
48505,TX,Zapata County,6,6,6,5,"3,471","2,598","4,344",24.6,18.4,30.8,"1,795","1,188","2,402",39.5,26.1,52.9,"1,261",812,"1,710",36.6,23.6,49.6,"39,876","33,610","46,142",,,,,,,,,,,,,,,,,,,
48507,TX,Zavala County,7,9,7,9,"3,094","2,358","3,830",27.2,20.7,33.7,"1,289",897,"1,681",39.0,27.1,50.9,936,645,"1,227",37.4,25.8,49.0,"34,898","29,483","40,313",,,,,,,,,,,,,,,,,,,
49000,UT,Utah,,,,,"234,666","223,042","246,290",7.3,6.9,7.7,"68,900","62,582","75,218",7.5,6.8,8.2,"45,054","40,021","50,087",6.7,6.0,7.4,"77,785","76,480","79,090","20,230","16,783","23,677",8.5,7.0,10.0,,,,,,,,,,,,,
49001,UT,Beaver County,9,10,7,9,514,361,667,7.7,5.4,10.0,241,152,330,11.4,7.2,15.6,166,102,230,10.4,6.4,14.4,"61,858","54,300","69,416",,,,,,,,,,,,,,,,,,,
49003,UT,Box Elder County,4,5,2,2,"3,817","2,891","4,743",6.8,5.2,8.4,"1,349",870,"1,828",7.8,5.0,10.6,909,559,"1,259",7.0,4.3,9.7,"73,926","66,047","81,805",,,,,,,,,,,,,,,,,,,
49005,UT,Cache County,3,2,3,2,"11,607","9,521","13,693",9.2,7.5,10.9,"3,353","2,512","4,194",8.8,6.6,11.0,"2,090","1,464","2,716",7.4,5.2,9.6,"65,391","59,516","71,266",,,,,,,,,,,,,,,,,,,
49007,UT,Carbon County,7,8,7,8,"2,590","1,932","3,248",12.8,9.5,16.1,804,525,"1,083",15.3,10.0,20.6,545,349,741,13.9,8.9,18.9,"51,902","46,283","57,521",,,,,,,,,,,,,,,,,,,
49009,UT,Daggett County,8,7,9,10,67,48,86,6.5,4.6,8.4,19,12,26,8.2,5.1,11.3,14,9,19,7.5,4.6,10.4,"63,461","53,792","73,130",,,,,,,,,,,,,,,,,,,
49011,UT,Davis County,2,2,2,2,"17,794","13,810","21,778",5.0,3.9,6.1,"5,771","3,969","7,573",5.2,3.6,6.8,"3,797","2,545","5,049",4.6,3.1,6.1,"92,253","86,626","97,880",,,,,,,,,,,,,,,,,,,
49013,UT,Duchesne County,6,6,7,9,"2,076","1,579","2,573",10.6,8.1,13.1,856,580,"1,132",13.2,8.9,17.5,593,395,791,12.3,8.2,16.4,"61,709","55,789","67,629",,,,,,,,,,,,,,,,,,,
49015,UT,Emery County,9,10,7,10,938,681,"1,195",9.3,6.8,11.8,355,231,479,12.6,8.2,17.0,253,162,344,11.5,7.4,15.6,"64,144","55,410","72,878",,,,,,,,,,,,,,,,,,,
49017,UT,Garfield County,9,10,9,12,474,358,590,9.7,7.3,12.1,138,87,189,12.8,8.1,17.5,96,58,134,11.8,7.2,16.4,"47,638","39,865","55,411",,,,,,,,,,,,,,,,,,,
49019,UT,Grand County,7,11,7,11,"1,015",774,"1,256",10.4,7.9,12.9,275,180,370,13.5,8.9,18.1,180,110,250,12.2,7.5,16.9,"58,852","49,668","68,036",,,,,,,,,,,,,,,,,,,
49021,UT,Iron County,4,5,4,5,"7,593","6,152","9,034",13.7,11.1,16.3,"2,259","1,516","3,002",14.5,9.7,19.3,"1,354",826,"1,882",11.7,7.1,16.3,"52,942","48,553","57,331",,,,,,,,,,,,,,,,,,,
49023,UT,Juab County,2,2,2,2,926,689,"1,163",7.7,5.7,9.7,385,249,521,9.6,6.2,13.0,272,168,376,9.0,5.6,12.4,"70,086","59,737","80,435",,,,,,,,,,,,,,,,,,,
49025,UT,Kane County,6,6,6,6,690,501,879,9.0,6.5,11.5,235,150,320,13.1,8.4,17.8,166,104,228,12.2,7.6,16.8,"58,352","49,853","66,851",,,,,,,,,,,,,,,,,,,
49027,UT,Millard County,7,11,7,11,"1,409","1,066","1,752",10.7,8.1,13.3,558,369,747,13.7,9.1,18.3,385,245,525,12.6,8.0,17.2,"60,316","53,494","67,138",,,,,,,,,,,,,,,,,,,
49029,UT,Morgan County,2,2,2,2,460,326,594,3.7,2.6,4.8,159,100,218,3.8,2.4,5.2,113,69,157,3.3,2.0,4.6,"103,746","89,211","118,281",,,,,,,,,,,,,,,,,,,
49031,UT,Piute County,9,12,9,12,219,157,281,15.3,11.0,19.6,98,62,134,31.9,20.0,43.8,69,42,96,28.3,17.3,39.3,"47,206","39,726","54,686",,,,,,,,,,,,,,,,,,,
49033,UT,Rich County,8,7,8,7,205,148,262,8.4,6.1,10.7,93,59,127,13.3,8.4,18.2,65,39,91,12.1,7.3,16.9,"75,531","66,374","84,688",,,,,,,,,,,,,,,,,,,
49035,UT,Salt Lake County,2,2,1,1,"79,980","70,008","89,952",7.0,6.1,7.9,"21,559","16,598","26,520",7.2,5.6,8.8,"13,836","10,361","17,311",6.3,4.7,7.9,"79,294","76,297","82,291",,,,,,,,,,,,,,,,,,,
49037,UT,San Juan County,7,11,7,9,"2,782","2,032","3,532",18.6,13.6,23.6,"1,003",635,"1,371",22.8,14.4,31.2,637,386,888,18.9,11.4,26.4,"50,686","43,798","57,574",,,,,,,,,,,,,,,,,,,
49039,UT,Sanpete County,6,6,6,6,"4,030","3,170","4,890",14.1,11.1,17.1,"1,155",818,"1,492",15.5,11.0,20.0,811,561,"1,061",14.8,10.2,19.4,"55,033","49,868","60,198",,,,,,,,,,,,,,,,,,,
49041,UT,Sevier County,7,11,7,11,"2,156","1,643","2,669",10.0,7.6,12.4,704,437,971,11.6,7.2,16.0,486,291,681,10.7,6.4,15.0,"56,318","52,251","60,385",,,,,,,,,,,,,,,,,,,
49043,UT,Summit County,2,2,4,3,"1,922","1,351","2,493",4.5,3.2,5.8,467,285,649,4.8,3.0,6.6,321,188,454,4.1,2.4,5.8,"115,756","108,942","122,570",,,,,,,,,,,,,,,,,,,
49045,UT,Tooele County,2,2,1,1,"4,224","3,111","5,337",5.7,4.2,7.2,"1,462",936,"1,988",6.3,4.0,8.6,989,611,"1,367",5.6,3.5,7.7,"79,101","70,123","88,079",,,,,,,,,,,,,,,,,,,
49047,UT,Uintah County,7,8,7,8,"3,853","2,939","4,767",10.8,8.2,13.4,"1,464",972,"1,956",12.8,8.5,17.1,"1,025",672,"1,378",12.0,7.9,16.1,"63,282","54,980","71,584",,,,,,,,,,,,,,,,,,,
49049,UT,Utah County,2,2,2,2,"49,771","43,028","56,514",7.8,6.7,8.9,"13,637","10,518","16,756",6.5,5.0,8.0,"8,597","6,364","10,830",5.7,4.2,7.2,"81,804","79,804","83,804",,,,,,,,,,,,,,,,,,,
49051,UT,Wasatch County,6,6,6,3,"1,636","1,197","2,075",4.7,3.4,6.0,652,421,883,6.2,4.0,8.4,437,271,603,5.4,3.4,7.4,"87,098","75,292","98,904",,,,,,,,,,,,,,,,,,,
49053,UT,Washington County,3,2,3,2,"12,615","9,455","15,775",6.9,5.2,8.6,"4,210","2,707","5,713",9.3,6.0,12.6,"2,892","1,801","3,983",8.6,5.4,11.8,"71,904","65,845","77,963",,,,,,,,,,,,,,,,,,,
49055,UT,Wayne County,9,12,9,12,310,227,393,11.2,8.2,14.2,108,69,147,17.4,11.0,23.8,76,47,105,16.5,10.1,22.9,"54,790","46,230","63,350",,,,,,,,,,,,,,,,,,,
49057,UT,Weber County,2,2,2,2,"18,994","14,681","23,307",7.3,5.6,9.0,"5,532","3,589","7,475",7.8,5.1,10.5,"3,880","2,476","5,284",7.5,4.8,10.2,"72,091","67,804","76,378",,,,,,,,,,,,,,,,,,,
50000,VT,Vermont,,,,,"56,281","52,822","59,740",9.4,8.8,10.0,"11,061","9,906","12,216",10.0,9.0,11.0,"8,025","6,996","9,054",9.7,8.5,10.9,"67,717","65,623","69,811","2,354","1,866","2,842",8.6,6.8,10.4,,,,,,,,,,,,,
50001,VT,Addison County,6,6,6,6,"2,865","2,144","3,586",8.4,6.3,10.5,438,255,621,7.5,4.4,10.6,300,169,431,6.9,3.9,9.9,"73,049","65,985","80,113",,,,,,,,,,,,,,,,,,,
50003,VT,Bennington County,6,5,6,5,"3,536","2,626","4,446",10.4,7.7,13.1,878,554,"1,202",13.6,8.6,18.6,604,357,851,12.5,7.4,17.6,"65,528","59,037","72,019",,,,,,,,,,,,,,,,,,,
50005,VT,Caledonia County,7,9,7,9,"3,145","2,386","3,904",11.0,8.4,13.6,588,340,836,10.7,6.2,15.2,494,292,696,12.1,7.1,17.1,"52,203","45,758","58,648",,,,,,,,,,,,,,,,,,,
50007,VT,Chittenden County,3,2,3,2,"13,194","10,992","15,396",8.5,7.1,9.9,"1,914","1,272","2,556",6.8,4.5,9.1,"1,383",909,"1,857",6.6,4.3,8.9,"80,539","75,087","85,991",,,,,,,,,,,,,,,,,,,
50009,VT,Essex County,9,8,9,8,775,549,"1,001",12.7,9.0,16.4,184,109,259,18.3,10.8,25.8,135,79,191,17.9,10.5,25.3,"50,956","44,070","57,842",,,,,,,,,,,,,,,,,,,
50011,VT,Franklin County,3,2,3,2,"4,345","3,333","5,357",8.9,6.8,11.0,"1,062",676,"1,448",9.9,6.3,13.5,762,479,"1,045",9.8,6.2,13.4,"62,763","54,982","70,544",,,,,,,,,,,,,,,,,,,
50013,VT,Grand Isle County,3,2,3,2,528,373,683,7.4,5.2,9.6,130,77,183,10.6,6.3,14.9,95,56,134,10.4,6.1,14.7,"79,994","71,284","88,704",,,,,,,,,,,,,,,,,,,
50015,VT,Lamoille County,8,7,8,7,"1,990","1,446","2,534",8.1,5.9,10.3,467,276,658,9.4,5.6,13.2,339,198,480,9.1,5.3,12.9,"57,909","50,805","65,013",,,,,,,,,,,,,,,,,,,
50017,VT,Orange County,9,8,9,8,"2,722","2,057","3,387",9.6,7.2,12.0,585,372,798,11.5,7.3,15.7,442,283,601,11.7,7.5,15.9,"60,624","54,198","67,050",,,,,,,,,,,,,,,,,,,
50019,VT,Orleans County,7,11,7,11,"2,765","1,952","3,578",10.6,7.5,13.7,811,492,"1,130",15.9,9.7,22.1,584,351,817,15.5,9.3,21.7,"56,721","50,766","62,676",,,,,,,,,,,,,,,,,,,
50021,VT,Rutland County,5,8,4,5,"6,659","5,407","7,911",12.0,9.7,14.3,"1,236",823,"1,649",12.6,8.4,16.8,921,620,"1,222",12.6,8.5,16.7,"62,289","58,085","66,493",,,,,,,,,,,,,,,,,,,
50023,VT,Washington County,4,5,4,5,"4,454","3,403","5,505",8.0,6.1,9.9,913,604,"1,222",8.8,5.8,11.8,621,402,840,8.0,5.2,10.8,"70,061","63,352","76,770",,,,,,,,,,,,,,,,,,,
50025,VT,Windham County,6,6,7,9,"4,619","3,682","5,556",11.3,9.0,13.6,978,652,"1,304",13.8,9.2,18.4,707,463,951,13.5,8.9,18.1,"59,017","53,126","64,908",,,,,,,,,,,,,,,,,,,
50027,VT,Windsor County,7,8,7,8,"4,683","3,436","5,930",8.6,6.3,10.9,876,535,"1,217",9.1,5.6,12.6,638,390,886,8.8,5.4,12.2,"60,842","54,683","67,001",,,,,,,,,,,,,,,,,,,
51000,VA,Virginia,,,,,"769,479","747,641","791,317",9.2,8.9,9.5,"223,617","212,309","234,925",12.2,11.6,12.8,"150,923","141,361","160,485",11.3,10.6,12.0,"79,154","78,336","79,972","67,255","61,585","72,925",13.7,12.5,14.9,,,,,,,,,,,,,
51001,VA,Accomack County,7,9,8,6,"5,617","4,582","6,652",17.6,14.3,20.9,"1,557","1,093","2,021",24.1,16.9,31.3,"1,032",680,"1,384",21.8,14.4,29.2,"44,127","39,238","49,016",,,,,,,,,,,,,,,,,,,
51003,VA,Albemarle County,3,2,3,2,"6,602","4,942","8,262",6.3,4.7,7.9,"1,506",992,"2,020",7.0,4.6,9.4,"1,027",652,"1,402",6.5,4.1,8.9,"79,708","72,891","86,525",,,,,,,,,,,,,,,,,,,
51005,VA,Alleghany County,6,6,6,6,"1,681","1,266","2,096",11.7,8.8,14.6,471,310,632,17.9,11.8,24.0,331,211,451,16.7,10.6,22.8,"52,281","44,279","60,283",,,,,,,,,,,,,,,,,,,
51007,VA,Amelia County,1,1,1,1,"1,155",843,"1,467",9.0,6.6,11.4,315,208,422,12.1,8.0,16.2,224,144,304,11.7,7.5,15.9,"70,511","63,338","77,684",,,,,,,,,,,,,,,,,,,
51009,VA,Amherst County,3,2,2,2,"3,435","2,634","4,236",11.2,8.6,13.8,976,645,"1,307",16.1,10.6,21.6,665,429,901,15.1,9.7,20.5,"61,111","58,201","64,021",,,,,,,,,,,,,,,,,,,
51011,VA,Appomattox County,3,2,2,2,"2,010","1,582","2,438",12.6,9.9,15.3,609,454,764,18.0,13.4,22.6,378,260,496,15.7,10.8,20.6,"55,152","46,697","63,607",,,,,,,,,,,,,,,,,,,
51013,VA,Arlington County,1,1,1,1,"14,273","11,686","16,860",6.0,4.9,7.1,"2,847","1,885","3,809",6.6,4.4,8.8,"1,863","1,177","2,549",6.3,4.0,8.6,"125,004","120,303","129,705",,,,,,,,,,,,,,,,,,,
51015,VA,Augusta County,4,5,3,2,"6,074","4,754","7,394",8.3,6.5,10.1,"1,621","1,196","2,046",11.5,8.5,14.5,"1,058",731,"1,385",10.0,6.9,13.1,"67,698","63,435","71,961",,,,,,,,,,,,,,,,,,,
51017,VA,Bath County,9,10,8,7,455,354,556,11.2,8.7,13.7,94,63,125,15.6,10.5,20.7,69,45,93,16.0,10.5,21.5,"56,165","47,364","64,966",,,,,,,,,,,,,,,,,,,
51019,VA,Bedford County,3,2,2,2,"5,417","3,973","6,861",6.8,5.0,8.6,"1,340",842,"1,838",8.7,5.5,11.9,997,614,"1,380",8.5,5.2,11.8,"70,004","63,572","76,436",,,,,,,,,,,,,,,,,,,
51021,VA,Bland County,8,7,8,7,674,485,863,12.1,8.7,15.5,131,87,175,14.3,9.4,19.2,91,58,124,13.4,8.5,18.3,"56,637","49,216","64,058",,,,,,,,,,,,,,,,,,,
51023,VA,Botetourt County,2,2,2,2,"2,193","1,671","2,715",6.6,5.0,8.2,466,308,624,7.5,5.0,10.0,331,209,453,6.9,4.4,9.4,"70,803","60,467","81,139",,,,,,,,,,,,,,,,,,,
51025,VA,Brunswick County,6,4,6,4,"2,785","2,097","3,473",20.2,15.2,25.2,634,434,834,25.4,17.4,33.4,435,282,588,23.8,15.5,32.1,"45,556","38,665","52,447",,,,,,,,,,,,,,,,,,,
51027,VA,Buchanan County,9,10,9,10,"4,642","3,521","5,763",23.7,18.0,29.4,995,680,"1,310",29.9,20.5,39.3,700,467,933,27.9,18.6,37.2,"35,891","31,821","39,961",,,,,,,,,,,,,,,,,,,
51029,VA,Buckingham County,8,7,3,2,"2,519","1,876","3,162",16.8,12.5,21.1,663,456,870,22.0,15.1,28.9,472,314,630,21.2,14.1,28.3,"49,339","42,496","56,182",,,,,,,,,,,,,,,,,,,
51031,VA,Campbell County,3,2,2,2,"4,874","3,535","6,213",8.9,6.5,11.3,"1,395",892,"1,898",12.9,8.2,17.6,882,513,"1,251",11.3,6.6,16.0,"59,223","52,408","66,038",,,,,,,,,,,,,,,,,,,
51033,VA,Caroline County,1,1,1,1,"2,950","2,298","3,602",9.8,7.6,12.0,950,672,"1,228",13.9,9.8,18.0,633,430,836,12.8,8.7,16.9,"67,663","58,484","76,842",,,,,,,,,,,,,,,,,,,
51035,VA,Carroll County,6,6,7,9,"3,945","2,956","4,934",13.2,9.9,16.5,995,662,"1,328",19.2,12.8,25.6,675,434,916,17.4,11.2,23.6,"48,555","42,085","55,025",,,,,,,,,,,,,,,,,,,
51036,VA,Charles City County,1,1,1,1,676,499,853,9.9,7.3,12.5,155,102,208,16.0,10.5,21.5,111,70,152,15.4,9.7,21.1,"61,850","52,611","71,089",,,,,,,,,,,,,,,,,,,
51037,VA,Charlotte County,8,7,8,7,"2,001","1,526","2,476",17.2,13.1,21.3,623,416,830,25.6,17.1,34.1,427,269,585,23.9,15.1,32.7,"45,084","38,064","52,104",,,,,,,,,,,,,,,,,,,
51041,VA,Chesterfield County,1,1,1,1,"23,305","18,912","27,698",6.6,5.4,7.8,"7,183","5,294","9,072",8.7,6.4,11.0,"4,969","3,532","6,406",8.1,5.8,10.4,"83,598","78,626","88,570",,,,,,,,,,,,,,,,,,,
51043,VA,Clarke County,1,1,1,1,894,659,"1,129",6.2,4.6,7.8,189,126,252,7.0,4.7,9.3,129,83,175,6.1,3.9,8.3,"88,407","75,717","101,097",,,,,,,,,,,,,,,,,,,
